ID,TYPE,MATERIAL,OWNER,POINT,Neighbourhood Boundaries : 2019,Roadway Maintenance Area Polygon,"Edmonton Public School Board (EPSB) Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)","Edmonton Catholic School District Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)","City of Edmonton - Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)"
518033,Home plate,Plastic,Parks,POINT (-113.62359287946869 53.50635347422819),60,97,5,4,8
459501,Net Post,Metal,Citizen Services,POINT (-113.49837547605331 53.51145442568212),13,10,6,5,11
475141,Net Post,Metal,Parks,POINT (-113.54414995303796 53.49952419804133),277,185,6,5,2
478685,Home plate,Plastic,Parks,POINT (-113.50479972059614 53.45754386335767),281,173,6,6,2
534339,Home plate,Plastic,Parks,POINT (-113.46767745187196 53.54311872936575),352,153,4,5,9
32021,Basketball Net,Metal,Parks,POINT (-113.5024860632586 53.58876757993459),36,223,1,2,5
759249,Mileage Marker,Plastic,Citizen Services,POINT (-113.38443074885423 53.566117923263064),195,176,4,3,10
515010,Home plate,Plastic,Parks,POINT (-113.6334703917121 53.525551814972616),65,159,3,4,1
476278,Home plate,Wood,Parks,POINT (-113.39143396636047 53.61310096848929),336,184,2,3,7
528751,Home plate,Plastic,Parks,POINT (-113.64530470891985 53.5315911160246),132,159,3,4,1
760418,Mileage Marker,Metal,Citizen Services,POINT (-113.46169867522246 53.55331347034049),289,1,4,5,11
481788,Other,Plastic,Parks,POINT (-113.508235925833 53.4854218628373),26,19,6,5,2
31881,Tetherball Pole,Metal,Community League,POINT (-113.5698888206109 53.55411193043148),7,195,3,1,9
745943,Net Post,Metal,Community League,POINT (-113.58816389751813 53.50866831277113),68,16,5,4,8
484159,Skateboard Fixture,Metal,Parks,POINT (-113.51945691895432 53.511450078753555),59,18,6,5,11
610645,Home plate,Plastic,Parks,POINT (-113.56759469810235 53.52510141056457),32,115,5,5,1
518011,Foul Pole,Metal,Parks,POINT (-113.62456533857234 53.50783333245928),60,97,5,4,8
412780,Home plate,Plastic,Parks,POINT (-113.42448085563898 53.47111080371052),21,57,7,7,3
478303,Net Post,Metal,Parks,POINT (-113.45853188044606 53.5446628871894),289,1,4,5,11
31986,Tetherball Pole,Metal,Parks,POINT (-113.4993204516029 53.50770422735165),13,10,6,5,11
31900,Tetherball Pole,Metal,School Board,POINT (-113.56094479035401 53.5743058989924),49,215,3,1,5
439327,Skateboard Fixture,Metal,Parks,POINT (-113.41222786764162 53.44746199612103),250,7,9,7,4
31719,Tetherball Pole,Metal,Parks,POINT (-113.47508180458141 53.60902659874264),1,162,1,2,6
412046,Basketball Net,Metal,Parks,POINT (-113.57615456015309 53.491423259532894),259,178,6,6,12
745820,Bike Bump Fixture,Metal,Parks,POINT (-113.4514445564978 53.52326425428358),22,80,7,5,11
550861,Basketball Net,Unknown,Parks,POINT (-113.45373707150422 53.4994474013133),94,241,7,5,3
537274,Home plate,Plastic,Parks,POINT (-113.62524091535771 53.527106936419266),28,95,3,4,1
459099,Pitching Board,Plastic,Parks,POINT (-113.47839191492909 53.46110028727624),115,237,9,7,3
335192,Funnel ball,Plastic,Community League,POINT (-113.52557183749123 53.54522032443316),182,144,4,5,9
31758,Frisbee Golf,Metal,Parks,POINT (-113.39324102745107 53.55320027179085),195,176,4,3,10
31902,Basketball Net,Metal,Parks,POINT (-113.56125555986867 53.57563613584266),49,215,3,1,5
415023,Home plate,Plastic,Parks,POINT (-113.41369007157601 53.46132186314748),77,65,9,7,4
31805,Tetherball Pole,Metal,School Board,POINT (-113.39221502751103 53.59382924345606),391,199,2,3,7
518010,Home plate,Plastic,Parks,POINT (-113.62034080842928 53.50825561458637),60,97,5,4,8
,Basketball Net,Plastic,Unknown,POINT (-113.54466180758263 53.61050405808001),189,216,1,1,5
470997,Home plate,Plastic,Parks,POINT (-113.49987478129812 53.443482414642),282,109,8,6,2
344884,Home plate,Plastic,Parks,POINT (-113.47752780934246 53.604558381466454),2,161,1,2,10
32014,Basketball Net,Metal,Parks,POINT (-113.51188551099757 53.5901476046229),36,223,1,2,5
462610,Net Post,Metal,Parks,POINT (-113.55896510144767 53.56092034177437),19,209,3,1,5
528391,Net Post,Metal,Parks,POINT (-113.48710608637712 53.58991294176999),38,152,1,2,10
344469,Home plate,Plastic,Parks,POINT (-113.46628992113926 53.50449912583709),157,67,7,5,3
518032,Home plate,Plastic,Parks,POINT (-113.62296622214323 53.50516317616303),60,97,5,4,8
473500,Home plate,Plastic,Parks,POINT (-113.52381626641657 53.62186633264219),190,122,1,1,6
557140,Home plate,Plastic,Parks,POINT (-113.40599026343718 53.47976411089961),125,58,7,7,3
434347,Net Post,Metal,Community League,POINT (-113.570880349595 53.55373129677204),7,195,3,1,9
,Funnel ball,Plastic,Unknown,POINT (-113.47892322315543 53.57548254921093),42,155,4,3,10
31852,Basketball Net,Metal,Parks,POINT (-113.52293041105183 53.48057977361387),110,13,6,6,2
,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.68505210215358 53.535091737474474),177,158,3,4,1
526497,Net Post,Metal,Parks,POINT (-113.45308851008609 53.523328506885214),22,80,7,5,11
341331,Net Post,Metal,Parks,POINT (-113.40567257304708 53.47809538725876),125,58,7,7,3
494998,Home plate,Plastic,Parks,POINT (-113.38493917266094 53.55757994008235),195,176,4,3,10
31721,Basketball Net,Metal,Parks,POINT (-113.47068207079175 53.6192621668037),106,163,1,2,6
746695,Other,Metal,Citizen Services,POINT (-113.49980990457908 53.51122233207372),13,10,6,5,11
342097,Funnel ball,Plastic,Parks,POINT (-113.50582854019535 53.5909833558906),36,223,1,2,5
758544,Mileage Marker,Other,Citizen Services,POINT (-113.52253195327368 53.535626106482276),344,144,4,5,9
610644,Basketball Net,Metal,Parks,POINT (-113.56965876026742 53.52561117223099),32,115,5,5,1
724133,Home plate,Plastic,School Board,POINT (-113.5141766993519 53.52223548239268),286,9,6,5,11
531485,Pitching Board,Plastic,Parks,POINT (-113.48178842555023 53.60447131735495),2,161,1,2,10
501024,Net Post,Metal,Parks,POINT (-113.45258446358251 53.563651262777725),130,153,4,3,10
31600,Tetherball Pole,Metal,Parks,POINT (-113.5840837398406 53.473493980160605),71,64,6,6,12
532074,Net Post,Metal,Parks,POINT (-113.52289623670443 53.48097328924232),110,13,6,6,2
484152,Chess Table,Plastic,Parks,POINT (-113.51931343076976 53.51116927914054),59,18,6,5,11
,Basketball Net,Metal,Unknown,POINT (-113.45054903832298 53.61015744609556),167,166,2,3,6
498174,Net Post,Metal,Community League,POINT (-113.5106750945284 53.494487662586074),50,19,6,5,2
422048,Basketball Net,Metal,Parks,POINT (-113.47906911337749 53.575964705813114),42,155,4,3,10
363191,Basketball Net,Metal,Community League,POINT (-113.42674280814298 53.474490432231974),46,57,7,7,3
527113,Net Post,Metal,Community League,POINT (-113.5040271809331 53.44822489277972),163,109,8,6,2
364330,Home plate,Plastic,Parks,POINT (-113.45611395035688 53.538913084482026),293,1,4,5,11
498019,Net Post,Metal,Community League,POINT (-113.53143018689026 53.48520853604358),148,197,6,5,2
760440,Mileage Marker,Metal,Citizen Services,POINT (-113.45736318185969 53.55126269451569),289,1,4,5,11
518050,Pitching Board,Plastic,Parks,POINT (-113.62497361322235 53.50731736872736),60,97,5,4,8
411975,Home plate,Plastic,Parks,POINT (-113.39991809262558 53.46086069603866),108,65,9,7,4
818968,Bike Bump Fixture,Unknown,Parks,POINT (-113.42523049549015 53.555985471788404),41,31,4,5,11
340098,Home plate,Plastic,Parks,POINT (-113.43421063942542 53.56898010685162),8,168,4,3,10
340563,Basketball Net,Metal,Community League,POINT (-113.58472848872002 53.521360217704206),39,83,5,4,1
760414,Mileage Marker,Metal,Citizen Services,POINT (-113.46210754449231 53.55064848325258),289,1,4,5,11
31961,Tetherball Pole,Metal,School Board,POINT (-113.45881526678808 53.46239563183845),54,56,9,7,3
551593,Basketball Net,Metal,Parks,POINT (-113.63786960660309 53.49787606525081),69,25,5,4,8
433047,Basketball Net,Metal,Parks,POINT (-113.5664733110618 53.515911641940285),172,23,5,5,8
462621,Net Post,Metal,Parks,POINT (-113.55963189953405 53.561257739292),19,209,3,1,5
815404,Outdoor Exercise Equipment,Metal,School Board,POINT (-113.43043995427931 53.519627604358625),266,75,7,5,11
743146,Home plate,Plastic,Parks,POINT (-113.6818147762724 53.52910164537105),155,158,3,4,1
477522,Home plate,Plastic,Parks,POINT (-113.40213859946002 53.5464899691561),394,30,4,5,11
31589,Funnel ball,Metal,Parks,POINT (-113.52707063509575 53.44318885457615),309,108,8,6,2
414415,Other,Plastic,Parks,POINT (-113.47918778647468 53.45954125646512),115,237,9,7,3
551274,Basketball Net,Metal,Parks,POINT (-113.37937755056848 53.60533762048874),105,210,2,3,7
,Pitching Board,Wood,Unknown,POINT (-113.50974470125551 53.48593137484704),26,19,6,5,2
527721,Funnel ball,Plastic,Parks,POINT (-113.43071286567304 53.52021280663283),266,75,7,5,11
550879,Basketball Net,Metal,School Board,POINT (-113.5394947767189 53.475186871931506),255,170,6,6,2
342381,Home plate,Plastic,Parks,POINT (-113.50294591733508 53.62418314139472),191,236,1,2,6
485135,Net Post,Metal,Parks,POINT (-113.51452702846983 53.51938373502073),286,9,6,5,11
551183,Basketball Net,Metal,Parks,POINT (-113.48063596431172 53.635611078624464),299,190,1,2,6
433043,Basketball Net,Metal,Parks,POINT (-113.5667676528604 53.51652383317),172,23,5,5,8
429486,Funnel ball,Plastic,Parks,POINT (-113.44876736123945 53.44587916816177),117,34,9,7,3
523323,Basketball Net,Metal,School Board,POINT (-113.4528721417392 53.544478742223134),293,1,4,5,11
760434,Mileage Marker,Metal,Citizen Services,POINT (-113.46252748474753 53.5537688443103),289,1,4,5,11
516405,Chess Table,Metal,Parks,POINT (-113.41341977658743 53.56842688077456),252,175,4,3,10
31599,Basketball Net,Wood,Parks,POINT (-113.5253035012416 53.472721944470706),47,172,6,6,2
523129,Basketball Net,Metal,Parks,POINT (-113.47465145126128 53.6075150745323),1,162,1,2,6
31818,Basketball Net,Metal,Parks,POINT (-113.37237420501211 53.610710439052696),321,210,2,3,7
817867,Home plate,Plastic,Parks,POINT (-113.50645485761497 53.477001896080225),142,20,6,6,2
414420,Home plate,Plastic,Parks,POINT (-113.4804510540259 53.46029877216872),115,237,9,7,3
484158,Skateboard Fixture,Metal,Parks,POINT (-113.51965128400434 53.511406639485735),59,18,6,5,11
31565,Basketball Net,Metal,School Board,POINT (-113.62391159624437 53.49365752330107),137,43,5,4,8
31546,Basketball Net,Plastic,Parks,POINT (-113.64616368117862 53.48032591529282),397,44,5,4,8
414400,Other,Metal,Parks,POINT (-113.47780404873642 53.46233104770555),115,237,9,7,3
439324,Basketball Net,Metal,Parks,POINT (-113.40425742242375 53.447317518913295),250,7,9,7,4
31861,Basketball Net,Metal,Parks,POINT (-113.60633729938662 53.52964324971423),92,93,5,4,1
501020,Net Post,Metal,Parks,POINT (-113.45215758291887 53.563584497884676),130,153,4,3,10
518012,Home plate,Plastic,Parks,POINT (-113.62438263654602 53.50806931731862),60,97,5,4,8
529570,Home plate,Plastic,Parks,POINT (-113.63600298093208 53.50653907166545),135,97,5,4,8
31706,Basketball Net,Metal,School Board,POINT (-113.45465229551358 53.5960132511759),237,164,2,3,10
523130,Basketball Net,Metal,Parks,POINT (-113.47457562734748 53.607457133807564),1,162,1,2,6
459502,Net Post,Metal,Citizen Services,POINT (-113.49825725054914 53.5114382749618),13,10,6,5,11
431629,Net Post,Metal,Parks,POINT (-113.49736690539044 53.55463027987998),181,220,3,5,9
524546,Basketball Net,Metal,Parks,POINT (-113.60723227398577 53.53384754045706),31,93,5,1,1
471272,Basketball Net,Metal,Parks,POINT (-113.53047893327958 53.42993016321029),180,101,8,6,12
342861,Basketball Net,Metal,Parks,POINT (-113.45861739689067 53.622077043059015),169,167,2,2,6
529685,Basketball Net,Metal,School Board,POINT (-113.59436846600677 53.51489845389662),241,116,5,4,8
31750,Other,Metal,Parks,POINT (-113.3950571799193 53.554769233955234),195,176,4,3,10
537050,Home plate,Plastic,Parks,POINT (-113.46124530044894 53.531347908867176),342,126,4,5,11
613514,Funnel ball,Plastic,Parks,POINT (-113.40040852475317 53.46296328113282),108,65,9,7,4
452175,Home plate,Plastic,Parks,POINT (-113.64582343217776 53.47979912530765),397,44,5,4,8
540120,Basketball Net,Metal,School Board,POINT (-113.60578886879973 53.52521970053793),92,93,5,4,1
484432,Home plate,Plastic,Parks,POINT (-113.4133937857201 53.58760552477886),233,29,2,3,7
494985,Net Post,Metal,Parks,POINT (-113.3826654869235 53.55957349125118),195,176,4,3,10
470633,Home plate,Plastic,Parks,POINT (-113.52853133431768 53.459520907156566),140,171,6,6,2
529574,Home plate,Plastic,Parks,POINT (-113.64592077355061 53.50759771920666),135,97,5,4,8
427738,Net Post,Metal,Community League,POINT (-113.56843930818864 53.53321774280868),75,85,5,5,1
469836,Home plate,Plastic,Parks,POINT (-113.50580914832511 53.63163182087686),248,140,1,2,6
31653,Funnel ball,Plastic,Parks,POINT (-113.3853331933672 53.469917188007955),74,135,7,7,4
32031,Funnel ball,Metal,Parks,POINT (-113.50751377333305 53.621832654868996),191,236,1,2,6
537045,Basketball Net,Metal,Parks,POINT (-113.4620549698291 53.530648490443355),342,126,4,5,11
494992,Home plate,Plastic,Parks,POINT (-113.3841655241987 53.558948169794625),195,176,4,3,10
470689,Home plate,Plastic,Parks,POINT (-113.53704861139109 53.45801540368623),79,170,6,6,2
747035,Basketball Net,Metal,Parks,POINT (-113.3883945492708 53.438801512444634),328,119,9,7,4
31683,Basketball Net,Metal,Parks,POINT (-113.45920218722004 53.54746134859458),289,1,4,5,11
364332,Home plate,Plastic,Parks,POINT (-113.44434582464625 53.54644272465945),293,1,4,5,11
476262,Home plate,Plastic,Parks,POINT (-113.39055079311782 53.61279354273006),336,184,2,3,7
536608,Other,Wood,School Board,POINT (-113.48980933607073 53.521165899140726),315,12,6,5,11
,Frisbee Golf,Metal,Unknown,POINT (-113.39851182107378 53.427950706165255),213,6,9,7,4
484393,Tetherball Pole,Metal,Parks,POINT (-113.568049968363 53.54531741884002),29,196,3,1,9
31657,Funnel ball,Metal,Community League,POINT (-113.43702740833915 53.52313282297684),266,75,7,5,11
414402,Pitching Board,Plastic,Parks,POINT (-113.47835174804331 53.4622845661781),115,237,9,7,3
437482,Goal Post with Uprights,Metal,Parks,POINT (-113.44783358757186 53.454606688890465),55,238,9,7,3
31755,Frisbee Golf,Metal,Parks,POINT (-113.39354973967967 53.55442742475681),195,176,4,3,10
476274,Home plate,Plastic,Parks,POINT (-113.39208208850195 53.613488392886204),336,184,2,3,7
31930,Tetherball Pole,Metal,School Board,POINT (-113.52786950068545 53.60994652019916),170,225,1,1,5
532418,Basketball Net,Metal,Parks,POINT (-113.4245926148314 53.530884713153675),23,123,7,5,11
32037,Basketball Net,Metal,Parks,POINT (-113.50435746130015 53.63239249943495),248,140,1,2,6
452103,Basketball Net,Metal,Community League,POINT (-113.45736498052642 53.476736820305895),225,240,7,7,3
481750,Funnel ball,Plastic,Parks,POINT (-113.45622299530861 53.581655340500326),207,154,4,3,10
412782,Home plate,Plastic,Parks,POINT (-113.42772127162813 53.46935568520805),21,57,7,7,3
745938,Net Post,Metal,Community League,POINT (-113.58879507016023 53.50866928935457),68,16,5,4,8
31839,Tetherball Pole,Metal,School Board,POINT (-113.54593600894411 53.499249470517746),277,185,6,5,2
31796,Tetherball Pole,Metal,School Board,POINT (-113.43402943088441 53.60153660450957),24,181,2,3,7
604967,Home plate,Plastic,Parks,POINT (-113.53289570771256 53.420401303075046),168,117,8,6,12
331805,Home plate,Plastic,Parks,POINT (-113.50772336263884 53.47397232684928),143,20,6,6,2
31741,Funnel ball,Plastic,School Board,POINT (-113.45060739135108 53.60979462846527),167,166,2,3,6
527708,Net Post,Metal,Parks,POINT (-113.43586359973436 53.52345604350493),266,75,7,5,11
530657,Basketball Net,Plastic,Parks,POINT (-113.36731352722384 53.50248502857443),295,39,7,5,3
363046,Home plate,Plastic,Parks,POINT (-113.50976480186768 53.51690551122177),13,9,6,5,11
528753,Home plate,Plastic,Parks,POINT (-113.63541647101972 53.533490733508025),132,159,3,4,1
498175,Home plate,Plastic,Parks,POINT (-113.5094297737723 53.495131590293255),50,19,6,5,2
746691,Other,Metal,Citizen Services,POINT (-113.5001623758186 53.510957149450036),13,10,6,5,11
523328,Basketball Net,Metal,Parks,POINT (-113.45514167491753 53.53989844427839),293,1,4,5,11
340974,Basketball Net,Metal,Community League,POINT (-113.50392114589962 53.448573942811116),163,109,8,6,2
514185,Tetherball Pole,Metal,School Board,POINT (-113.63515924676182 53.51784616652827),34,94,3,4,1
607676,Basketball Net,Metal,Parks,POINT (-113.52727052854094 53.443308025657984),309,108,8,6,2
551049,Basketball Net,Plastic,Parks,POINT (-113.57127609638498 53.554661305057124),7,195,3,1,9
32006,Funnel ball,Plastic,Parks,POINT (-113.46467554210965 53.575048846953734),35,154,4,3,10
,Home plate,Wood,Unknown,POINT (-113.52530665461366 53.6190052405621),190,122,1,1,6
518026,Foul Pole,Metal,Parks,POINT (-113.62591765532595 53.50799873135017),60,97,5,4,8
465394,Net Post,Metal,Parks,POINT (-113.54475759475496 53.486977852925875),263,185,6,5,2
31854,Basketball Net,Metal,Parks,POINT (-113.52293332454742 53.480787510504705),110,13,6,6,2
815418,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.5018958952429 53.42023718214096),370,100,8,6,2
760424,Mileage Marker,Metal,Citizen Services,POINT (-113.45773786050675 53.55119599495575),289,1,4,5,11
340465,Basketball Net,Metal,Parks,POINT (-113.54658209604358 53.55914321715335),104,48,3,1,5
551043,Basketball Net,Metal,Parks,POINT (-113.58409900988157 53.52289455674077),39,83,5,4,1
551163,Basketball Net,Metal,Parks,POINT (-113.50619702123619 53.55550448184925),181,220,3,5,9
31732,Basketball Net,Metal,Parks,POINT (-113.45748940208942 53.60758907210979),167,166,2,3,6
465485,Net Post,Metal,Parks,POINT (-113.51163851797247 53.59070344167949),36,223,1,2,5
536602,Basketball Net,Metal,School Board,POINT (-113.49226312782129 53.521129783994354),315,12,6,5,11
750583,Net Post,Metal,Community League,POINT (-113.60396556448292 53.50588462003077),221,179,5,4,8
437501,Basketball Net,Plastic,Parks,POINT (-113.44316504876882 53.455793707614546),55,238,9,7,3
551111,Basketball Net,Metal,Parks,POINT (-113.41425810641344 53.54974914121938),239,30,4,5,11
338509,Home plate,Plastic,Parks,POINT (-113.42584819452814 53.5457184257474),67,103,4,5,11
475140,Net Post,Metal,Parks,POINT (-113.5439870042899 53.4995230247988),277,185,6,5,2
526498,Net Post,Metal,Parks,POINT (-113.45309278856303 53.52344320564358),22,80,7,5,11
,Basketball Net,Metal,Unknown,POINT (-113.68336432709197 53.50222722810886),393,142,5,4,8
533852,Net Post,Metal,Parks,POINT (-113.49943255489423 53.507098579606144),13,10,6,5,11
530654,Other,Metal,Parks,POINT (-113.3676015046637 53.50237054683214),295,39,7,5,3
359648,Home plate,Plastic,Parks,POINT (-113.66942475635497 53.4865678843197),361,5,5,4,8
341366,Home plate,Plastic,Parks,POINT (-113.47795882034299 53.63426288427922),353,190,2,2,6
341200,Basketball Net,Metal,Parks,POINT (-113.46173023156456 53.61101848343885),167,166,2,3,6
31607,Basketball Net,Wood,School Board,POINT (-113.57478552383293 53.49479481115916),259,178,6,6,12
340470,Basketball Net,Metal,Parks,POINT (-113.54006408897312 53.56631403442692),104,48,3,1,5
31673,Basketball Net,Metal,Parks,POINT (-113.49960073459096 53.576593341523406),5,151,3,1,5
538917,Funnel ball,Metal,School Board,POINT (-113.62171546031755 53.516246396814054),10,96,3,4,8
518321,Basketball Net,Metal,Parks,POINT (-113.6368353050673 53.473239153412614),354,2,5,4,8
532080,Net Post,Metal,Parks,POINT (-113.52313581141165 53.48130536317549),110,13,6,6,2
758534,Mileage Marker,Other,Citizen Services,POINT (-113.52897335855147 53.53516855370827),344,144,4,5,9
540119,Goal Post with Uprights,Metal,Citizen Services,POINT (-113.60609654526762 53.527861133745176),92,93,5,4,1
815409,Outdoor Exercise Equipment,Metal,School Board,POINT (-113.42953657670066 53.519294052254295),266,75,7,5,11
336643,Basketball Net,Metal,School Board,POINT (-113.44363895623299 53.58864724427968),242,156,2,3,10
429494,Basketball Net,Metal,Parks,POINT (-113.44957821375164 53.44673374392348),117,34,9,7,3
760422,Mileage Marker,Metal,Citizen Services,POINT (-113.45556109306965 53.55204469123003),289,1,4,5,11
470387,Home plate,Plastic,Parks,POINT (-113.56058073990853 53.56723813614783),19,209,3,1,5
32040,Basketball Net,Metal,Parks,POINT (-113.49789459440944 53.61630762950501),192,236,1,2,6
448850,Net Post,Metal,Parks,POINT (-113.50910910346747 53.52889597177726),288,3,6,5,11
